,Loan_Sanction_Amount_(USD)
7622,66848.18
7623,32600.48
7624,44288.88
7625,45605.1
7626,43722.15
7627,27960.88
7628,19718.9
7629,146615.5
7630,97039.06
7631,42341.44
7632,55423.14
7633,55177.41
7634,40773.0
7635,30916.37
7636,38275.41
7637,104472.21
7638,61478.5
7639,55098.46
7640,28213.23
7641,25006.25
7642,18800.07
7643,26598.0
7644,118612.03
7645,30772.35
7646,48928.84
7647,59949.41
7648,157511.55
7649,34383.84
7650,41273.03
7651,13318.14
7652,48541.81
7653,44534.9
7654,68740.66
7655,16987.69
7656,98329.5
7657,30013.35
7658,94281.79
7659,59556.5
7660,15179.5
7661,34670.41
7662,62256.78
7663,27999.65
7664,42150.13
7665,69130.36
7666,53832.36
7667,16957.28
7668,35979.12
7669,50716.61
7670,51517.07
7671,123811.11
7672,65458.82
7673,116822.83
7674,91370.48
7675,58180.63
7676,14660.46
7677,155814.35
7678,102751.49
7679,18518.64
7680,27279.74
7681,27155.89
7682,61505.05
7683,146618.83
7684,27016.08
7685,136249.47
7686,26551.97
7687,10685.65
7688,48022.59
7689,25749.5
7690,97596.74
7691,27587.29
7692,114701.91
7693,125224.21
7694,54041.81
7695,23026.35
7696,96991.52
7697,58139.41
7698,109830.53
7699,69575.19
7700,46080.79
7701,15218.76
7702,54940.14
7703,26779.16
7704,37530.84
7705,45326.3
7706,167135.48
7707,39180.5
7708,40085.88
7709,129185.6
7710,29136.22
7711,20749.35
7712,233644.33
7713,189915.93
7714,76474.52
7715,70846.32
7716,19868.33
7717,54947.86
7718,29931.34
7719,69957.38
7720,19552.79
7721,91598.4
7722,104900.92
7723,118295.45
7724,131856.77
7725,61268.66
7726,24318.92
7727,81014.72
7728,28108.7
7729,25536.98
7730,91919.92
7731,59122.84
7732,141201.47
7733,47686.93
7734,96859.67
7735,109058.14
7736,142640.77
7737,24177.7
7738,16104.33
7739,59288.31
7740,88383.65
7741,142913.36
7742,114658.62
7743,69999.19
7744,70417.8
7745,115818.31
7746,43339.68
7747,96814.06
7748,20120.66
7749,62686.02
7750,110422.14
7751,21790.78
7752,82110.9
7753,80457.56
7754,178306.02
7755,151844.26
7756,53709.22
7757,25857.31
7758,22049.32
7759,117248.85
7760,113232.72
7761,72391.37
7762,62892.31
7763,69839.05
7764,30624.15
7765,46770.51
7766,39554.93
7767,53720.04
7768,57558.29
7769,32847.18
7770,8892.55
7771,113834.59
7772,18695.16
7773,183049.92
7774,78377.77
7775,27981.26
7776,24448.52
7777,55082.47
7778,46467.11
7779,120095.15
7780,13954.83
7781,176173.06
7782,84377.89
7783,82445.94
7784,56939.99
7785,28496.44
7786,96389.5
7787,46907.07
7788,29891.16
7789,52037.73
7790,71344.65
7791,47213.18
7792,30658.34
7793,126724.42
7794,19741.28
7795,50084.38
7796,11022.96
7797,13602.74
7798,43938.76
7799,104187.19
7800,107752.08
7801,23478.5
7802,74604.02
7803,32720.12
7804,55994.67
7805,23004.54
7806,108033.56
7807,105676.03
7808,127403.44
7809,13367.52
7810,9395.73
7811,105919.11
7812,45575.72
7813,91043.07
7814,88114.86
7815,18701.25
7816,66743.92
7817,68736.0
7818,113797.42
7819,16031.15
7820,108274.57
7821,104219.73
7822,137277.47
7823,65049.1
7824,91639.94
7825,50274.95
7826,139048.41
7827,59216.11
7828,97756.54
7829,123198.12
7830,52121.39
7831,88192.99
7832,104662.05
7833,13142.78
7834,26264.36
7835,34628.27
7836,37419.92
7837,105907.25
7838,27848.53
7839,67707.12
7840,29990.12
7841,127520.7
7842,93629.16
7843,126719.07
7844,18872.47
7845,108016.58
7846,61117.38
7847,35597.9
7848,125433.85
7849,83875.53
7850,88774.74
7851,47761.81
7852,82224.98
7853,81594.66
7854,34721.53
7855,61371.13
7856,75978.96
7857,55307.45
7858,10214.15
7859,91532.18
7860,30332.98
7861,90320.49
7862,46884.96
7863,8494.88
7864,33557.6
7865,48961.02
7866,26968.76
7867,58721.0
7868,24305.41
7869,31698.6
7870,32380.54
7871,141883.94
7872,17918.44
7873,117640.65
7874,117139.03
7875,56626.0
7876,58400.78
7877,36353.12
7878,66290.37
7879,16509.94
7880,51698.01
7881,55092.41
7882,125273.06
7883,13381.91
7884,41733.98
7885,51048.29
7886,118572.01
7887,76138.86
7888,28901.39
7889,72735.57
7890,87317.38
7891,37626.5
7892,38005.49
7893,24478.38
7894,58360.15
7895,9586.71
7896,56244.99
7897,145476.23
7898,165579.97
7899,42641.38
7900,57451.2
7901,153032.47
7902,48655.7
7903,158157.11
7904,53476.23
7905,72164.47
7906,29348.44
7907,12085.81
7908,65526.57
7909,9034.13
7910,82391.32
7911,112396.14
7912,63164.31
7913,70072.21
7914,79114.08
7915,19887.47
7916,93564.76
7917,74811.74
7918,95448.67
7919,80185.14
7920,84884.99
7921,235268.23
7922,68247.86
7923,88975.61
7924,134961.36
7925,51951.05
7926,85680.65
7927,77560.13
7928,26761.82
7929,59171.64
7930,106473.82
7931,24423.45
7932,216979.67
7933,68911.09
7934,55797.83
7935,28773.19
7936,56493.76
7937,71865.91
7938,196994.95
7939,68786.66
7940,38233.22
7941,16270.79
7942,79702.75
7943,43694.68
7944,53432.71
7945,76544.86
7946,106817.64
7947,78261.44
7948,77512.67
7949,98555.56
7950,37324.96
7951,46452.53
7952,133352.77
7953,53856.21
7954,77507.1
7955,29190.43
7956,33117.72
7957,77398.52
7958,180200.92
7959,116421.68
7960,85053.88
7961,24205.08
7962,92581.93
7963,26293.09
7964,29810.74
7965,31538.34
7966,39416.65
7967,53739.63
7968,39122.53
7969,32793.44
7970,107642.76
7971,49985.29
7972,45774.79
7973,74080.61
7974,140101.95
7975,18028.6
7976,22920.48
7977,21536.41
7978,193691.06
7979,76511.05
7980,51115.12
7981,27043.84
7982,30372.5
7983,174085.42
7984,36643.19
7985,72828.06
7986,207020.7
7987,159728.08
7988,68198.46
7989,27179.68
7990,112257.46
7991,36956.51
7992,17528.83
7993,93748.24
7994,116977.49
7995,45997.1
7996,102338.01
7997,101619.07
7998,31127.82
7999,138584.71
8000,30116.76
8001,32305.64
8002,28604.62
8003,54750.04
8004,17467.07
8005,13980.36
8006,53823.67
8007,12242.5
8008,72504.1
8009,67404.55
8010,43323.77
8011,95352.54
8012,25799.3
8013,87678.37
8014,41725.07
8015,50388.09
8016,19770.3
8017,88419.15
8018,58591.92
8019,77625.28
8020,55268.81
8021,24823.12
8022,29653.11
8023,193053.59
8024,61696.11
8025,8516.35
8026,97884.19
8027,143337.07
8028,49925.69
8029,82941.02
8030,139690.16
8031,59802.83
8032,80224.05
8033,35368.33
8034,5935.23
8035,43598.06
8036,64002.2
8037,31852.59
8038,102319.45
8039,166365.92
8040,106081.46
8041,207987.46
8042,71794.7
8043,35170.51
8044,19685.42
8045,102432.72
8046,27638.21
8047,138986.2
8048,14358.68
8049,45007.56
8050,93607.7
8051,18845.57
8052,113592.64
8053,48156.68
8054,58078.57
8055,143116.4
8056,182827.74
8057,88962.69
8058,22316.87
8059,40470.27
8060,6763.83
8061,50065.13
8062,32600.0
8063,43494.02
8064,68117.17
8065,77129.44
8066,46978.36
8067,32473.14
8068,62896.57
8069,122450.11
8070,60665.7
8071,106227.3
8072,26223.25
8073,8456.38
8074,45238.82
8075,64415.95
8076,95667.28
8077,16710.9
8078,46811.67
8079,55472.85
8080,98597.06
8081,46559.38
8082,29328.43
8083,73137.35
8084,46086.43
8085,28175.96
8086,58836.01
8087,136531.53
8088,35912.88
8089,11491.49
8090,55959.66
8091,27190.74
8092,96273.93
8093,22341.94
8094,153492.82
8095,70898.3
8096,105683.6
8097,125203.3
8098,17593.29
8099,122850.66
8100,140690.4
8101,25254.53
8102,54874.34
8103,162735.66
8104,11642.12
8105,58451.24
8106,126935.3
8107,54318.1
8108,57809.16
8109,91658.78
8110,142221.48
8111,113508.47
8112,74134.33
8113,85274.66
8114,38177.85
8115,29584.79
8116,24606.89
8117,78690.57
8118,50186.98
8119,22298.63
8120,89933.34
8121,92627.27
8122,33097.78
8123,106838.91
8124,35060.87
8125,69998.35
8126,17996.53
8127,132575.04
8128,46550.24
8129,14910.03
8130,85716.32
8131,71904.42
8132,47930.01
8133,20115.06
8134,84395.77
8135,68466.39
8136,29093.99
8137,16471.85
8138,21895.48
8139,86662.09
8140,74834.07
8141,93721.82
8142,104124.38
8143,17120.58
8144,23458.87
8145,171401.17
8146,121592.22
8147,114308.89
8148,51344.0
8149,28691.36
8150,132019.03
8151,37308.07
8152,73294.03
8153,51103.92
8154,42259.94
8155,53636.08
8156,26495.95
8157,48009.0
8158,54638.74
8159,142579.95
8160,117833.22
8161,111473.56
8162,27693.13
8163,70054.6
8164,32316.72
8165,26313.34
8166,52028.07
8167,27499.3
8168,119559.74
8169,48547.64
8170,108412.09
8171,24185.2
8172,25970.57
8173,15184.82
8174,35179.47
8175,23422.8
8176,78815.54
8177,14249.93
8178,94260.77
8179,18726.71
8180,19753.19
8181,40490.27
8182,151735.2
8183,59159.82
8184,80723.0
8185,166895.74
8186,12864.12
8187,84357.38
8188,44180.16
8189,140821.65
8190,83127.26
8191,52493.27
8192,47991.93
8193,190682.08
8194,62711.17
8195,29799.79
8196,54771.44
8197,66032.96
8198,39681.5
8199,227914.7
8200,151860.82
8201,99160.61
8202,10539.46
8203,142621.0
8204,12216.41
8205,69006.56
8206,53900.94
8207,98849.76
8208,35121.48
8209,26496.14
8210,45798.05
8211,41684.27
8212,85928.39
8213,129824.01
8214,152368.94
8215,27855.11
8216,27227.28
8217,36070.39
8218,48150.96
8219,74088.47
8220,27946.24
8221,57922.75
8222,61883.95
8223,38296.79
8224,56491.14
8225,23030.05
8226,90153.22
8227,117376.93
8228,34907.91
8229,119129.44
8230,79219.34
8231,85494.1
8232,135110.16
8233,53060.6
8234,132760.75
8235,91803.68
8236,26184.2
8237,101433.62
8238,47259.95
8239,45561.22
8240,88338.76
8241,62121.35
8242,49696.22
8243,31600.99
8244,24346.3
8245,54401.5
8246,38923.95
8247,117026.23
8248,24512.3
8249,39172.41
8250,23898.2
8251,35228.82
8252,45490.88
8253,53073.48
8254,21079.25
8255,173969.65
8256,49133.61
8257,40036.62
8258,49460.56
8259,59976.36
8260,75857.39
8261,29248.86
8262,25276.57
8263,20330.37
8264,30143.68
8265,22415.59
8266,21825.84
8267,59742.94
8268,109092.8
8269,76735.33
8270,54601.26
8271,17087.45
8272,91145.98
8273,10411.98
8274,159817.1
8275,163797.07
8276,21080.93
8277,73383.63
8278,48558.98
8279,21971.49
8280,45876.63
8281,71036.91
8282,52397.63
8283,78239.84
8284,60012.11
8285,20740.05
8286,23637.48
8287,36675.98
8288,185546.3
8289,58679.49
8290,32453.81
8291,13381.56
8292,28112.19
8293,75748.73
8294,29382.1
8295,114909.98
8296,112455.02
8297,85719.32
8298,15880.09
8299,78018.08
8300,6734.05
8301,51059.77
8302,86274.46
8303,22328.42
8304,28013.14
8305,117942.83
8306,25609.29
8307,83027.66
8308,88577.12
8309,77235.02
8310,50285.69
8311,130439.5
8312,55138.08
8313,37665.77
8314,30745.2
8315,99877.64
8316,62520.55
8317,62325.11
8318,23728.42
8319,184020.91
8320,66714.89
8321,94752.92
8322,62507.21
8323,195093.56
8324,26673.96
8325,177412.82
8326,174654.42
8327,93845.7
8328,148045.76
8329,82668.87
8330,25694.25
8331,96408.26
8332,42971.1
8333,99296.28
8334,99417.65
8335,121330.91
8336,48609.44
8337,45748.72
8338,13463.97
8339,141666.54
8340,13731.4
8341,89104.04
8342,25775.06
8343,81258.97
8344,114224.16
8345,21425.53
8346,31827.22
8347,45578.68
8348,14364.65
8349,39775.7
8350,164217.7
8351,41052.67
8352,46200.42
8353,53784.82
8354,129035.98
8355,57939.45
8356,23480.25
8357,141878.06
8358,8105.54
8359,79772.99
8360,113112.52
8361,34157.7
8362,44338.83
8363,109682.49
8364,103959.79
8365,76073.5
8366,92226.25
8367,20781.46
8368,80817.59
8369,120437.42
8370,19218.68
8371,36397.83
8372,99041.5
8373,69167.53
8374,32409.32
8375,162172.15
8376,42383.05
8377,29226.84
8378,211806.71
8379,49484.73
8380,88763.56
8381,31422.02
8382,22379.97
8383,88424.7
8384,58889.45
8385,21490.6
8386,40802.8
8387,24991.99
8388,40849.02
8389,55759.46
8390,119004.66
8391,49281.82
8392,19516.9
8393,14527.34
8394,85205.34
8395,22541.47
8396,128260.4
8397,43561.14
8398,28550.16
8399,61850.08
8400,44511.53
8401,25780.48
8402,68920.54
8403,105623.95
8404,10142.94
8405,17331.95
8406,18114.25
8407,126808.99
8408,49511.48
8409,13929.04
8410,39742.53
8411,126423.78
8412,146180.61
8413,23577.31
8414,54450.07
8415,69062.34
8416,42684.72
8417,98171.44
8418,92023.13
8419,102827.98
8420,48184.12
8421,28605.96
8422,31428.78
8423,36038.06
8424,104395.92
8425,71657.08
8426,35580.06
8427,158391.24
8428,53374.45
8429,96107.18
8430,29541.88
8431,31848.13
8432,29905.38
8433,20952.3
8434,168119.86
8435,47225.21
8436,55639.22
8437,80805.35
8438,44692.14
8439,49880.05
8440,57436.79
8441,90830.79
8442,24881.01
8443,15486.74
8444,31390.91
8445,32626.54
8446,18112.57
8447,106236.26
8448,22766.88
8449,21573.73
8450,56292.7
8451,52178.06
8452,83895.33
8453,56664.08
8454,47811.67
8455,70005.62
8456,29016.04
8457,99131.78
8458,205290.35
8459,58069.43
8460,51364.3
8461,66988.41
8462,65849.15
8463,30283.13
8464,35541.99
8465,6317.9
8466,6100.28
8467,49894.4
8468,108058.96
8469,71301.72
8470,24715.66
8471,27411.97
8472,20526.41
8473,89443.3
8474,43012.33
8475,64003.78
8476,16924.39
8477,42127.08
8478,31190.43
8479,132951.81
8480,16411.49
8481,94192.66
8482,31858.06
8483,24678.12
8484,24696.54
8485,12919.88
8486,80337.39
8487,32943.54
8488,71120.02
8489,63423.43
8490,60478.09
8491,44496.76
8492,24670.28
8493,103897.57
8494,121713.1
8495,101669.26
8496,184937.94
8497,27262.46
8498,44109.02
8499,149257.24
8500,25150.57
8501,91694.28
8502,93000.86
8503,46195.36
8504,70766.12
8505,25490.26
8506,33791.95
8507,123530.06
8508,36165.91
8509,35273.9
8510,105507.85
8511,62981.51
8512,25154.58
8513,34762.66
8514,89344.02
8515,72910.97
8516,133439.98
8517,83328.04
8518,181067.1
8519,45346.23
8520,25722.05
8521,60176.08
8522,49141.3
8523,111065.15
8524,58743.8
8525,86125.74
8526,28984.01
8527,86354.79
8528,66092.12
8529,30170.48
8530,35208.86
8531,101786.74
8532,24649.51
8533,59167.63
8534,22247.78
8535,79241.22
8536,37372.35
8537,231258.53
8538,39281.25
8539,36068.09
8540,72574.79
8541,84845.52
8542,42671.4
8543,70720.99
8544,25101.16
8545,94852.58
8546,78706.47
8547,95126.14
8548,18025.2
8549,66068.34
8550,122791.45
8551,153376.06
8552,38346.94
8553,50893.46
8554,72266.9
8555,81885.6
8556,29563.71
8557,79507.77
8558,62485.56
8559,115836.24
8560,24002.84
8561,38261.7
8562,94177.78
8563,84834.19
8564,78826.24
8565,45396.6
8566,151743.2
8567,38485.16
8568,34617.18
8569,119043.99
8570,25713.08
8571,102522.22
8572,93883.9
8573,21062.26
8574,37245.17
8575,110839.84
8576,74307.82
8577,14392.46
8578,179363.37
8579,39377.92
8580,48269.99
8581,26640.86
8582,11739.98
8583,17949.62
8584,57738.35
8585,52944.01
8586,65244.89
8587,26452.68
8588,48735.52
8589,83016.65
8590,41390.71
8591,43319.41
8592,51446.49
8593,42821.69
8594,66267.4
8595,52887.01
8596,137910.83
8597,88292.09
8598,82333.63
8599,60800.11
8600,61364.1
8601,67276.4
8602,85045.24
8603,93433.18
8604,48308.34
8605,50042.72
8606,28195.08
8607,27043.69
8608,28711.49
8609,89704.59
8610,139425.6
8611,19517.03
8612,62795.28
8613,43510.9
8614,55047.75
8615,66528.83
8616,40463.34
8617,106111.75
8618,53285.97
8619,40791.68
8620,46717.92
8621,50973.02
8622,31693.42
8623,67424.38
8624,79973.56
8625,76093.08
8626,48477.78
8627,55309.77
8628,49319.26
8629,60270.34
8630,58012.76
8631,180554.29
8632,56455.2
8633,22248.9
8634,61546.26
8635,97265.16
8636,65096.32
8637,11635.16
8638,145232.7
8639,130456.61
8640,71489.16
8641,88343.02
8642,106564.13
8643,109666.48
8644,43570.52
8645,93698.72
8646,22299.21
8647,132005.86
8648,11385.77
8649,86172.23
8650,78961.43
8651,58266.4
8652,24006.33
8653,22614.26
8654,54089.86
8655,53211.17
8656,141956.37
8657,31255.34
8658,72679.91
8659,6912.96
8660,21964.42
8661,21235.66
8662,84349.28
8663,120426.19
8664,25955.22
8665,27449.11
8666,21176.14
8667,64053.03
8668,293150.14
8669,121378.94
8670,83102.58
8671,34408.43
8672,27374.42
8673,49805.4
8674,32254.17
8675,65747.67
8676,135877.29
8677,23389.07
8678,33778.13
8679,91651.07
8680,53157.53
8681,48576.47
8682,27525.54
8683,82427.54
8684,41436.1
8685,11436.62
8686,32464.16
8687,49615.24
8688,22250.79
8689,85891.69
8690,88646.16
8691,32082.9
8692,46550.91
8693,90697.89
8694,240426.02
8695,83781.89
8696,101167.85
8697,61057.56
8698,51107.12
8699,81378.33
8700,46841.74
8701,59133.93
8702,31732.88
8703,16032.65
8704,17746.04
8705,32920.4
8706,42527.07
8707,31519.19
8708,17637.72
8709,60387.86
8710,88978.32
8711,13725.33
8712,100118.17
8713,92014.94
8714,27388.71
8715,121554.87
8716,65855.1
8717,88467.19
8718,33605.78
8719,101066.85
8720,159810.85
8721,28878.46
8722,16733.01
8723,32427.07
8724,56157.98
8725,134920.96
8726,161422.02
8727,60540.4
8728,55369.67
8729,157035.05
8730,25631.77
8731,37990.12
8732,22244.1
8733,52375.3
8734,48962.35
8735,212737.07
8736,28460.78
8737,21654.26
8738,52966.8
8739,73360.1
8740,38651.3
8741,172951.56
8742,60670.61
8743,81182.35
8744,138215.68
8745,68296.6
8746,150125.78
8747,87705.81
8748,49200.98
8749,24727.4
8750,47840.36
8751,19695.71
8752,51919.38
8753,85919.51
8754,45881.83
8755,53869.6
8756,20534.21
8757,29654.76
8758,81976.94
8759,49529.68
8760,74051.51
8761,24788.74
8762,45984.8
8763,28187.28
8764,25370.62
8765,100782.39
8766,42063.48
8767,17705.16
8768,44300.21
8769,108458.08
8770,36305.37
8771,42454.66
8772,45719.19
8773,146825.5
8774,56424.47
8775,13485.89
8776,102928.32
8777,51417.02
8778,32904.14
8779,54534.0
8780,26011.59
8781,20639.57
8782,98877.54
8783,49627.93
8784,157161.28
8785,31746.34
8786,85643.45
8787,119521.36
8788,23582.26
8789,76995.28
8790,137376.08
8791,23464.05
8792,120341.91
8793,132486.94
8794,62600.36
8795,105808.16
8796,49812.34
8797,103859.68
8798,85795.99
8799,41244.41
8800,25572.51
8801,55087.45
8802,81554.06
8803,54730.7
8804,67200.79
8805,29146.51
8806,18239.26
8807,33775.46
8808,44171.18
8809,37338.34
8810,12477.32
8811,18425.43
8812,134399.72
8813,165009.92
8814,59001.77
8815,84983.62
8816,116778.96
8817,70491.32
8818,53022.7
8819,25117.23
8820,16537.0
8821,30191.3
8822,28607.1
8823,61627.34
8824,117963.29
8825,104648.39
8826,77585.02
8827,75970.42
8828,26784.88
8829,135969.62
8830,10179.18
8831,65907.07
8832,20304.88
8833,40214.97
8834,74907.31
8835,41956.26
8836,232020.83
8837,94137.9
8838,77654.24
8839,14512.83
8840,26090.46
8841,13398.89
8842,108259.45
8843,222739.99
8844,107517.83
8845,33903.21
8846,22636.01
8847,28002.28
8848,79833.96
8849,137196.31
8850,28489.67
8851,11688.83
8852,51400.01
8853,70852.96
8854,45034.04
8855,53069.78
8856,107000.54
8857,14872.83
8858,31194.32
8859,34104.83
8860,109599.67
8861,37662.67
8862,109059.67
8863,19227.98
8864,40724.19
8865,194442.58
8866,66749.85
8867,52716.75
8868,62305.41
8869,29263.9
8870,25039.7
8871,14002.4
8872,62385.88
8873,79615.83
8874,93184.43
8875,24735.4
8876,97290.97
8877,59151.37
8878,52931.08
8879,91877.97
8880,74260.86
8881,27436.3
8882,53296.79
8883,25030.64
8884,161700.22
8885,115580.84
8886,48785.54
8887,90026.52
8888,99815.36
8889,22517.08
8890,193288.67
8891,33122.68
8892,89172.67
8893,119378.61
8894,80117.72
8895,11362.53
8896,25351.92
8897,56413.29
8898,100014.76
8899,68587.41
8900,103082.41
8901,28534.61
8902,45144.4
8903,91522.02
8904,110227.81
8905,126756.34
8906,156520.69
8907,41565.18
8908,41783.09
8909,52606.84
8910,24610.13
8911,28004.54
8912,70321.35
8913,26938.12
8914,57277.84
8915,34177.48
8916,23217.1
8917,44558.64
8918,76213.92
8919,26311.4
8920,101038.69
8921,83717.38
8922,34562.35
8923,69454.09
8924,87006.0
8925,46577.27
8926,11710.58
8927,51826.77
8928,141903.47
8929,128637.98
8930,30049.45
8931,14044.3
8932,53574.92
8933,65926.59
8934,24588.88
8935,48124.94
8936,10141.54
8937,131057.86
8938,133711.63
8939,42381.23
8940,48534.88
8941,81202.5
8942,13142.93
8943,25599.7
8944,75067.6
8945,30323.71
8946,52917.69
8947,113996.02
8948,74233.34
8949,55796.43
8950,42358.28
8951,313502.39
8952,98352.17
8953,40533.58
8954,56742.83
8955,103956.09
8956,22135.57
8957,78376.75
8958,29904.43
8959,122398.91
8960,52403.18
8961,17958.77
8962,60000.0
8963,21917.12
8964,30999.77
8965,51529.07
8966,139518.64
8967,81549.59
8968,61625.15
8969,47133.65
8970,11352.61
8971,89433.5
8972,152512.6
8973,208097.86
8974,58104.62
8975,45546.55
8976,31399.72
8977,9636.7
8978,103400.45
8979,28040.98
8980,18801.16
8981,31734.12
8982,111203.12
8983,16771.99
8984,26982.93
8985,163839.01
8986,48817.34
8987,65999.86
8988,176190.12
8989,16161.14
8990,29031.61
8991,93174.35
8992,24745.9
8993,82016.7
8994,59950.16
8995,28901.19
8996,216954.48
8997,24651.28
8998,97823.55
8999,30370.03
9000,105829.85
9001,16320.53
9002,67357.89
9003,29372.88
9004,153736.04
9005,17572.09
9006,62228.3
9007,28999.39
9008,93059.43
9009,18488.48
9010,55887.45
9011,39444.04
9012,144087.3
9013,68327.13
9014,170158.1
9015,86808.86
9016,24184.17
9017,109325.27
9018,49899.63
9019,15393.24
9020,54862.35
9021,65134.7
9022,43804.36
9023,31898.75
9024,66297.63
9025,61521.22
9026,36777.38
9027,56063.49
9028,51272.39
9029,65412.07
9030,94095.27
9031,59558.87
9032,17788.44
9033,48360.03
9034,49367.23
9035,108790.87
9036,100368.03
9037,130466.75
9038,57456.92
9039,52658.7
9040,49962.32
9041,108829.38
9042,75164.32
9043,22010.08
9044,60640.16
9045,33169.1
9046,45874.04
9047,80561.69
9048,95246.0
9049,51395.77
9050,44683.33
9051,8787.26
9052,39916.23
9053,34787.32
9054,41491.16
9055,56393.22
9056,45684.76
9057,77976.59
9058,59959.2
9059,37750.27
9060,165668.66
9061,59533.38
9062,60869.2
9063,16737.79
9064,34041.85
9065,125920.78
9066,68296.39
9067,66903.38
9068,73908.01
9069,118874.57
9070,48886.33
9071,29263.99
9072,45844.94
9073,102753.37
9074,57123.94
9075,75137.36
9076,34424.41
9077,103916.56
9078,79759.66
9079,115275.81
9080,56647.33
9081,12606.66
9082,11397.93
9083,59539.58
9084,23336.09
9085,51718.89
9086,44750.65
9087,183926.74
9088,136002.52
9089,71901.97
9090,58329.89
9091,23960.19
9092,47380.31
9093,63325.37
9094,50215.06
9095,123407.82
9096,64997.01
9097,81905.36
9098,64510.86
9099,26188.04
9100,24900.82
9101,32539.04
9102,28689.88
9103,21093.39
9104,27465.44
9105,171950.82
9106,51256.04
9107,10226.2
9108,78671.76
9109,9090.08
9110,30623.34
9111,27835.72
9112,18810.55
9113,16666.16
9114,10870.06
9115,141004.3
9116,38196.68
9117,16873.04
9118,15638.68
9119,85196.33
9120,42713.0
9121,57417.28
9122,27346.96
9123,114755.71
9124,61630.24
9125,22093.67
9126,104576.44
9127,13146.76
9128,37094.92
9129,55905.33
9130,16436.02
9131,46956.78
9132,131028.28
9133,25540.72
9134,17933.98
9135,153029.46
9136,25489.78
9137,58030.22
9138,96005.94
9139,59367.91
9140,113640.9
9141,53665.64
9142,114957.66
9143,44779.78
9144,79829.98
9145,72590.75
9146,161012.1
9147,16069.13
9148,78980.64
9149,26351.83
9150,87670.06
9151,27779.02
9152,20457.2
9153,66637.33
9154,14475.99
9155,15290.31
9156,11468.26
9157,125971.39
9158,22214.97
9159,23829.49
9160,168075.54
9161,28003.96
9162,90463.11
9163,159482.34
9164,36646.97
9165,48523.67
9166,120552.11
9167,40437.18
9168,177301.81
9169,115011.31
9170,44997.32
9171,40236.06
9172,16588.55
9173,33646.48
9174,22740.48
9175,74830.24
9176,117183.85
9177,25792.84
9178,60723.6
9179,104971.75
9180,115463.12
9181,18197.51
9182,15767.0
9183,22015.7
9184,50373.57
9185,28425.36
9186,47195.31
9187,81748.48
9188,72433.95
9189,10466.81
9190,9151.9
9191,25183.22
9192,90305.63
9193,65124.94
9194,138659.96
9195,37732.64
9196,45204.99
9197,187598.89
9198,52753.18
9199,99833.94
9200,125968.54
9201,24461.5
9202,21891.22
9203,18633.68
9204,82615.85
9205,79669.3
9206,16677.44
9207,68612.26
9208,18607.03
9209,58970.45
9210,64239.96
9211,48730.41
9212,26891.01
9213,52602.43
9214,182041.54
9215,47536.57
9216,24125.1
9217,20934.02
9218,25560.76
9219,6654.67
9220,77533.66
9221,43816.62
9222,86895.46
9223,26744.8
9224,71019.44
9225,40090.03
9226,82796.7
9227,88040.3
9228,76342.63
9229,147093.59
9230,98859.01
9231,20886.49
9232,74438.31
9233,16971.63
9234,173165.8
9235,35700.31
9236,37813.38
9237,22907.05
9238,43210.22
9239,203757.66
9240,34007.41
9241,118372.79
9242,96042.8
9243,38439.95
9244,17781.28
9245,97004.62
9246,9881.1
9247,96291.06
9248,41712.92
9249,86440.16
9250,37364.35
9251,116465.24
9252,56549.94
9253,64818.05
9254,63993.81
9255,124891.07
9256,17638.12
9257,107643.7
9258,31516.23
9259,39659.09
9260,55890.7
9261,7174.87
9262,83201.62
9263,54261.35
9264,78916.42
9265,25740.51
9266,48442.85
9267,19394.17
9268,71258.94
9269,110886.53
9270,38512.2
9271,47774.51
9272,85233.11
9273,26071.19
9274,33766.5
9275,26516.05
9276,72994.09
9277,50054.02
9278,16467.05
9279,56939.93
9280,28324.91
9281,40466.99
9282,18803.71
9283,63566.41
9284,61706.16
9285,34073.94
9286,19907.54
9287,34391.69
9288,186399.51
9289,105565.56
9290,26221.1
9291,26179.78
9292,27061.74
9293,75701.9
9294,41961.44
9295,114351.19
9296,125296.01
9297,41462.7
9298,22995.31
9299,44042.14
9300,96748.54
9301,7770.1
9302,118449.04
9303,30755.29
9304,73654.57
9305,110196.54
9306,20430.85
9307,26855.73
9308,50135.14
9309,24267.75
9310,56948.86
9311,103814.67
9312,16091.19
9313,33892.9
9314,63654.3
9315,82013.84
9316,123764.53
9317,32058.35
9318,7019.65
9319,77489.24
9320,112186.42
9321,149951.03
9322,31133.82
9323,20226.04
9324,27669.3
9325,103144.73
9326,24978.81
9327,37234.09
9328,32143.75
9329,37013.91
9330,53853.76
9331,74505.09
9332,27933.06
9333,129592.72
9334,26838.41
9335,21864.37
9336,30249.24
9337,105781.34
9338,130217.26
9339,188224.73
9340,25815.43
9341,32199.45
9342,50668.94
9343,53485.39
9344,41116.3
9345,51362.3
9346,44492.19
9347,131568.3
9348,24838.5
9349,48977.98
9350,14027.8
9351,50657.98
9352,28944.54
9353,22647.28
9354,51734.28
9355,71108.13
9356,55061.68
9357,21700.18
9358,18496.28
9359,75024.27
9360,46818.2
9361,30412.77
9362,139412.2
9363,52794.53
9364,134928.43
9365,92111.6
9366,34349.78
9367,50921.3
9368,29070.59
