,Loan_Sanction_Amount_(USD)
3617,124011.23
3618,32600.48
3619,44288.88
3620,45605.1
3621,43722.15
3622,27960.88
3623,19718.9
3624,146615.5
3625,55423.14
3626,30916.37
3627,104472.21
3628,61478.5
3629,55098.46
3630,18800.07
3631,81332.71
3632,48928.84
3633,41273.03
3634,48541.81
3635,44534.9
3636,16987.69
3637,94281.79
3638,59556.5
3639,34670.41
3640,42150.13
3641,69130.36
3642,53832.36
3643,50716.61
3644,123811.11
3645,65458.82
3646,91370.48
3647,14660.46
3648,18518.64
3649,61505.05
3650,146618.83
3651,27016.08
3652,10685.65
3653,48022.59
3654,81172.44
3655,114701.91
3656,125224.21
3657,54041.81
3658,23026.35
3659,46080.79
3660,54940.14
3661,26779.16
3662,37530.84
3663,39180.5
3664,129185.6
3665,20749.35
3666,76474.52
3667,29931.34
3668,104900.92
3669,131856.77
3670,61268.66
3671,28108.7
3672,25536.98
3673,91919.92
3674,141201.47
3675,96859.67
3676,109058.14
3677,24177.7
3678,16104.33
3679,69999.19
3680,70417.8
3681,43339.68
3682,20120.66
3683,110422.14
3684,82110.9
3685,178306.02
3686,151844.26
3687,25857.31
3688,22049.32
3689,69839.05
3690,46770.51
3691,39554.93
3692,57558.29
3693,8892.55
3694,113834.59
3695,18695.16
3696,27981.26
3697,55082.47
3698,13954.83
3699,84377.89
3700,82445.94
3701,96389.5
3702,47213.18
3703,30658.34
3704,126724.42
3705,19741.28
3706,107752.08
3707,23478.5
3708,23004.54
3709,127403.44
3710,105919.11
3711,45575.72
3712,66743.92
3713,113797.42
3714,65049.1
3715,91639.94
3716,139048.41
3717,123198.12
3718,52121.39
3719,104662.05
3720,13142.78
3721,27848.53
3722,67707.12
3723,29990.12
3724,127520.7
3725,4417.18
3726,126719.07
3727,18872.47
3728,108016.58
3729,35597.9
3730,125433.85
3731,83875.53
3732,47761.81
3733,75978.96
3734,55307.45
3735,91532.18
3736,46884.96
3737,8494.88
3738,48961.02
3739,26968.76
3740,58721.0
3741,24305.41
3742,32380.54
3743,17918.44
3744,117640.65
3745,117139.03
3746,56626.0
3747,36353.12
3748,16509.94
3749,51698.01
3750,55092.41
3751,125273.06
3752,13381.91
3753,41733.98
3754,51048.29
3755,76138.86
3756,37626.5
3757,38005.49
3758,24478.38
3759,58360.15
3760,9586.71
3761,56244.99
3762,145476.23
3763,57451.2
3764,48655.7
3765,158157.11
3766,65526.57
3767,82391.32
3768,112396.14
3769,70072.21
3770,79114.08
3771,84884.99
3772,235268.23
3773,88975.61
3774,77560.13
3775,26761.82
3776,106473.82
3777,24423.45
3778,216979.67
3779,55797.83
3780,28773.19
3781,16270.79
3782,79702.75
3783,53432.71
3784,76544.86
3785,106817.64
3786,77512.67
3787,98555.56
3788,46452.53
3789,133352.77
3790,29190.43
3791,77398.52
3792,180200.92
3793,85053.88
3794,92581.93
3795,29810.74
3796,32793.44
3797,45774.79
3798,74080.61
3799,18028.6
3800,22920.48
3801,21536.41
3802,27043.84
3803,72828.06
3804,68198.46
3805,27179.68
3806,112257.46
3807,93748.24
3808,116977.49
3809,45997.1
3810,102338.01
3811,30116.76
3812,54750.04
3813,17467.07
3814,12242.5
3815,72504.1
3816,67404.55
3817,43323.77
3818,25799.3
3819,87678.37
3820,50388.09
3821,88419.15
3822,29653.11
3823,61696.11
3824,97884.19
3825,59802.83
3826,35368.33
3827,64002.2
3828,102319.45
3829,106081.46
3830,207987.46
3831,71794.7
3832,35170.51
3833,19685.42
3834,102432.72
3835,138986.2
3836,14358.68
3837,41702.25
3838,18845.57
3839,48156.68
3840,143116.4
3841,182827.74
3842,22316.87
3843,40470.27
3844,6763.83
3845,50065.13
3846,68117.17
3847,46978.36
3848,32473.14
3849,62896.57
3850,122450.11
3851,60665.7
3852,106227.3
3853,45238.82
3854,16710.9
3855,46811.67
3856,55472.85
3857,29328.43
3858,46086.43
3859,11491.49
3860,55959.66
3861,96273.93
3862,22341.94
3863,70898.3
3864,105683.6
3865,125203.3
3866,17593.29
3867,140690.4
3868,54874.34
3869,11642.12
3870,38177.85
3871,89933.34
3872,92627.27
3873,106838.91
3874,69998.35
3875,17996.53
3876,14910.03
3877,71904.42
3878,84395.77
3879,29093.99
3880,21895.48
3881,86662.09
3882,93721.82
3883,104124.38
3884,17120.58
3885,51344.0
3886,28691.36
3887,132019.03
3888,42259.94
3889,53636.08
3890,26495.95
3891,48009.0
3892,54638.74
3893,111473.56
3894,27693.13
3895,26313.34
3896,48547.64
3897,108412.09
3898,25970.57
3899,35179.47
3900,14249.93
3901,94260.77
3902,19753.19
3903,80723.0
3904,83127.26
3905,62711.17
3906,151860.82
3907,142621.0
3908,12216.41
3909,53900.94
3910,35121.48
3911,26496.14
3912,152368.94
3913,36070.39
3914,48150.96
3915,38296.79
3916,90153.22
3917,117376.93
3918,119129.44
3919,53060.6
3920,132760.75
3921,26184.2
3922,101433.62
3923,47259.95
3924,88338.76
3925,62121.35
3926,24346.3
3927,54401.5
3928,35228.82
3929,45490.88
3930,21079.25
3931,173969.65
3932,49133.61
3933,40036.62
3934,29248.86
3935,25276.57
3936,20330.37
3937,30143.68
3938,59742.94
3939,109092.8
3940,91145.98
3941,163797.07
3942,21971.49
3943,20740.05
3944,23637.48
3945,33884.9
3946,13381.56
3947,75748.73
3948,29382.1
3949,112455.02
3950,78018.08
3951,117942.83
3952,88577.12
3953,37665.77
3954,30745.2
3955,99877.64
3956,184020.91
3957,94752.92
3958,62507.21
3959,195093.56
3960,26673.96
3961,174654.42
3962,148045.76
3963,82668.87
3964,42971.1
3965,48609.44
3966,45748.72
3967,13463.97
3968,141666.54
3969,25775.06
3970,14364.65
3971,39775.7
3972,51799.38
3973,57939.45
3974,23480.25
3975,141878.06
3976,8105.54
3977,79772.99
3978,113112.52
3979,34157.7
3980,109682.49
3981,20781.46
3982,99041.5
3983,69167.53
3984,32409.32
3985,42383.05
3986,29226.84
3987,211806.71
3988,58889.45
3989,24991.99
3990,40849.02
3991,19516.9
3992,14527.34
3993,85205.34
3994,43561.14
3995,105623.95
3996,10142.94
3997,13929.04
3998,39742.53
3999,126423.78
4000,92023.13
4001,28605.96
4002,31428.78
4003,104395.92
4004,71657.08
4005,35580.06
4006,53374.45
4007,20952.3
4008,47225.21
4009,44692.14
4010,49880.05
4011,24881.01
4012,32626.54
4013,106236.26
4014,22766.88
4015,21573.73
4016,31755.95
4017,56664.08
4018,47811.67
4019,99131.78
4020,51364.3
4021,65849.15
4022,30283.13
4023,108058.96
4024,71301.72
4025,24715.66
4026,89443.3
4027,43012.33
4028,64003.78
4029,16924.39
4030,16411.49
4031,31858.06
4032,12919.88
4033,80337.39
4034,32943.54
4035,63423.43
4036,60478.09
4037,25150.57
4038,91694.28
4039,46195.36
4040,33791.95
4041,36165.91
4042,35273.9
4043,105507.85
4044,25154.58
4045,34762.66
4046,72910.97
4047,83328.04
4048,181067.1
4049,45346.23
4050,60176.08
4051,86125.74
4052,28984.01
4053,86354.79
4054,66092.12
4055,30170.48
4056,35208.86
4057,101786.74
4058,59167.63
4059,22247.78
4060,36068.09
4061,84845.52
4062,42671.4
4063,70720.99
4064,18025.2
4065,38346.94
4066,72266.9
4067,81885.6
4068,79507.77
4069,24002.84
4070,38261.7
4071,94177.78
4072,84834.19
4073,38485.16
4074,25713.08
4075,102522.22
4076,93883.9
4077,21062.26
4078,37245.17
4079,74307.82
4080,179363.37
4081,26640.86
4082,57738.35
4083,65244.89
4084,26452.68
4085,48735.52
4086,83016.65
4087,43319.41
4088,82333.63
4089,61364.1
4090,67276.4
4091,85045.24
4092,28711.49
4093,89704.59
4094,19517.03
4095,62795.28
4096,43510.9
4097,40463.34
4098,53285.97
4099,50973.02
4100,76093.08
4101,49319.26
4102,61546.26
4103,97265.16
4104,71489.16
4105,109666.48
4106,43570.52
4107,24006.33
4108,53211.17
4109,31255.34
4110,72679.91
4111,6912.96
4112,21964.42
4113,120426.19
4114,25955.22
4115,21176.14
4116,83102.58
4117,49805.4
4118,65747.67
4119,27525.54
4120,82427.54
4121,11436.62
4122,32464.16
4123,49615.24
4124,85891.69
4125,32082.9
4126,46550.91
4127,83781.89
4128,51107.12
4129,46841.74
4130,59133.93
4131,31732.88
4132,17746.04
4133,42527.07
4134,60387.86
4135,88978.32
4136,100118.17
4137,92014.94
4138,121554.87
4139,65855.1
4140,88467.19
4141,33605.78
4142,101066.85
4143,28878.46
4144,16733.01
4145,56157.98
4146,134920.96
4147,161422.02
4148,60540.4
4149,55369.67
4150,157035.05
4151,22244.1
4152,48962.35
4153,28460.78
4154,52966.8
4155,38651.3
4156,81182.35
4157,68296.6
4158,150125.78
4159,49200.98
4160,24727.4
4161,47840.36
4162,51919.38
4163,85919.51
4164,45881.83
4165,53869.6
4166,20534.21
4167,29654.76
4168,49529.68
4169,74051.51
4170,45984.8
4171,25370.62
4172,42063.48
4173,17705.16
4174,44300.21
4175,108458.08
4176,146825.5
4177,13485.89
4178,54534.0
4179,26011.59
4180,98877.54
4181,49627.93
4182,157161.28
4183,31746.34
4184,85643.45
4185,76995.28
4186,120341.91
4187,132486.94
4188,105808.16
4189,49812.34
4190,85795.99
4191,41244.41
4192,18239.26
4193,44171.18
4194,37338.34
4195,12477.32
4196,134399.72
4197,165009.92
4198,59001.77
4199,116778.96
4200,70491.32
4201,53022.7
4202,30191.3
4203,28607.1
4204,135969.62
4205,10179.18
4206,41956.26
4207,232020.83
4208,94137.9
4209,14512.83
4210,108259.45
4211,22636.01
4212,79833.96
4213,137196.31
4214,28489.67
4215,11688.83
4216,51400.01
4217,70852.96
4218,53069.78
4219,107000.54
4220,31194.32
4221,109599.67
4222,109059.67
4223,19227.98
4224,40724.19
4225,194442.58
4226,67842.97
4227,52716.75
4228,62305.41
4229,29263.9
4230,14002.4
4231,62385.88
4232,93184.43
4233,52931.08
4234,27436.3
4235,13085.48
4236,25030.64
4237,161700.22
4238,48785.54
4239,90026.52
4240,193288.67
4241,33122.68
4242,119378.61
4243,80117.72
4244,103082.41
4245,28534.61
4246,45144.4
4247,91522.02
4248,126756.34
4249,41565.18
4250,41783.09
4251,24610.13
4252,70321.35
4253,26938.12
4254,23217.1
4255,44558.64
4256,69454.09
4257,87006.0
4258,11710.58
4259,51826.77
4260,141903.47
4261,128637.98
4262,53574.92
4263,65926.59
4264,24588.88
4265,48124.94
4266,133711.63
4267,42381.23
4268,13142.93
4269,74233.34
4270,55796.43
4271,98352.17
4272,40533.58
4273,103956.09
4274,22135.57
4275,29904.43
4276,122398.91
4277,52403.18
4278,17958.77
4279,4482.97
4280,21917.12
4281,51529.07
4282,47133.65
4283,152512.6
4284,31399.72
4285,103400.45
4286,28040.98
4287,18801.16
4288,31734.12
4289,111203.12
4290,26982.93
4291,29031.61
4292,24745.9
4293,59950.16
4294,28901.19
4295,216954.48
4296,24651.28
4297,105829.85
4298,16320.53
4299,29372.88
4300,17572.09
4301,62228.3
4302,28999.39
4303,55887.45
4304,144087.3
4305,68327.13
4306,15393.24
4307,54862.35
4308,65134.7
4309,31898.75
4310,66297.63
4311,61521.22
4312,65412.07
4313,94095.27
4314,49367.23
4315,108790.87
4316,100368.03
4317,57456.92
4318,108829.38
4319,22010.08
4320,33169.1
4321,45874.04
4322,51395.77
4323,44683.33
4324,41491.16
4325,45684.76
4326,77976.59
4327,37750.27
4328,165668.66
4329,120205.36
4330,16737.79
4331,34041.85
4332,125920.78
4333,68296.39
4334,48886.33
4335,29263.99
4336,45844.94
4337,57123.94
4338,75137.36
4339,115275.81
4340,59539.58
4341,47380.31
4342,63325.37
4343,123407.82
4344,64997.01
4345,26188.04
4346,28689.88
4347,21093.39
4348,27465.44
4349,51256.04
4350,10226.2
4351,9090.08
4352,18810.55
4353,16666.16
4354,38196.68
4355,16873.04
4356,85196.33
4357,42713.0
4358,57417.28
4359,27346.96
4360,114755.71
4361,61630.24
4362,16436.02
4363,131028.28
4364,17933.98
4365,58030.22
4366,113640.9
4367,53665.64
4368,79829.98
4369,161012.1
4370,78980.64
4371,27779.02
4372,66637.33
4373,11468.26
4374,125971.39
4375,22214.97
4376,28003.96
4377,159482.34
4378,36646.97
4379,48523.67
4380,120552.11
4381,115011.31
4382,40236.06
4383,74830.24
4384,117183.85
4385,60723.6
4386,104971.75
4387,115463.12
4388,15767.0
4389,50373.57
4390,28425.36
4391,47195.31
4392,72433.95
4393,25183.22
4394,90305.63
4395,187598.89
4396,99833.94
4397,18633.68
4398,82615.85
4399,79669.3
4400,16677.44
4401,18607.03
4402,58970.45
4403,64239.96
4404,52602.43
4405,182041.54
4406,56592.16
4407,25560.76
4408,77533.66
4409,71019.44
4410,82796.7
4411,147093.59
4412,98859.01
4413,16971.63
4414,35700.31
4415,37813.38
4416,22907.05
4417,43210.22
4418,203757.66
4419,118372.79
4420,96042.8
4421,38439.95
4422,17781.28
4423,116728.74
4424,97004.62
4425,9881.1
4426,86440.16
4427,37364.35
4428,116465.24
4429,56549.94
4430,64818.05
4431,124891.07
4432,55890.7
4433,7174.87
4434,83201.62
4435,54261.35
4436,25740.51
4437,19394.17
4438,33766.5
4439,50054.02
4440,40466.99
4441,18803.71
4442,63566.41
4443,34073.94
4444,75701.9
4445,22995.31
4446,44042.14
4447,96748.54
4448,7770.1
4449,118449.04
4450,30755.29
4451,73654.57
4452,26855.73
4453,24267.75
4454,56948.86
4455,32058.35
4456,7019.65
4457,77489.24
4458,31133.82
4459,103144.73
4460,24978.81
4461,37234.09
4462,32143.75
4463,53853.76
4464,27933.06
4465,129592.72
4466,21864.37
4467,130217.26
4468,188224.73
4469,32199.45
4470,50668.94
4471,131568.3
4472,48977.98
4473,50657.98
4474,28944.54
4475,51734.28
4476,71108.13
4477,55061.68
4478,18496.28
4479,139412.2
4480,52794.53
4481,134928.43
4482,34349.78
4483,29070.59
4484,103653.52
4485,47242.71
4486,24918.62
4487,18679.86
4488,30723.61
4489,60818.05
4490,53991.3
4491,12930.13
4492,75580.25
4493,49882.62
4494,49191.02
4495,43362.42
4496,82715.85
4497,87022.75
4498,53494.08
4499,25898.57
4500,141481.82
4501,134484.33
4502,12575.02
4503,54509.63
4504,105700.26
4505,158101.99
4506,54421.4
4507,56165.51
4508,19491.23
4509,15135.07
4510,43082.54
4511,43551.87
4512,63052.17
4513,205508.67
4514,134127.36
4515,112463.03
4516,93370.94
4517,25049.94
4518,20024.63
4519,110587.95
4520,58250.3
4521,50107.12
4522,43344.29
4523,10816.85
4524,49235.96
4525,82980.11
4526,30175.37
4527,78123.26
4528,15391.12
4529,70779.46
4530,18035.12
4531,29000.28
4532,21665.69
4533,194050.42
4534,46462.12
4535,16488.42
4536,34892.45
4537,23108.11
4538,130583.16
4539,86554.46
4540,62279.14
4541,78002.81
4542,88465.47
4543,34871.88
4544,62521.68
4545,26451.42
4546,29057.65
4547,29143.45
4548,48960.08
4549,55048.28
4550,138327.42
4551,75382.98
4552,57399.94
4553,18806.54
4554,16602.71
4555,220955.75
4556,55608.35
4557,9918.44
4558,89266.25
4559,107064.65
4560,88324.51
4561,39646.66
4562,59311.77
4563,31481.03
4564,83075.84
4565,55969.94
4566,194530.25
4567,45298.61
4568,110038.89
4569,22315.82
4570,26751.45
4571,47645.44
4572,31195.16
4573,109016.23
4574,47873.26
4575,49211.6
4576,27797.26
4577,28243.68
4578,43989.39
4579,35789.22
4580,44737.92
4581,22090.65
4582,65814.29
4583,131826.18
4584,144610.04
4585,122681.16
4586,32369.77
4587,17088.66
4588,36527.25
4589,24798.98
4590,25175.99
4591,47589.4
4592,52483.39
4593,49127.83
4594,21606.15
4595,37680.59
4596,106271.38
4597,108570.8
4598,24079.18
4599,189279.45
4600,21370.87
4601,80836.6
4602,80231.27
4603,157305.58
4604,74642.96
4605,73964.94
4606,50865.45
4607,122259.31
4608,22374.34
4609,28654.07
4610,95593.15
4611,72083.27
4612,26616.47
4613,40374.69
4614,98056.14
4615,33435.19
4616,62983.6
4617,27149.47
4618,25081.75
4619,55815.1
4620,69018.88
4621,56509.33
4622,134378.69
4623,129019.54
4624,32027.26
4625,36627.68
4626,190154.97
4627,19081.15
4628,92515.01
4629,32493.38
4630,53939.11
4631,70352.61
4632,59866.3
4633,43244.84
4634,19683.11
4635,53116.28
4636,28193.0
4637,4183.49
4638,156636.66
4639,29439.67
4640,95776.38
4641,95181.44
4642,75326.66
4643,25496.89
4644,54606.58
4645,117287.62
4646,37719.74
4647,27817.89
4648,11943.88
4649,97251.53
4650,22377.25
4651,13043.82
4652,67105.56
4653,101453.74
4654,18881.73
4655,95282.48
4656,50890.05
4657,105967.46
4658,63596.33
4659,42600.65
4660,49683.21
4661,47434.45
4662,15550.72
4663,49980.08
4664,12921.63
4665,107298.97
4666,86104.64
4667,95434.85
4668,47752.14
4669,45026.41
4670,81305.58
4671,47928.2
4672,111530.6
4673,53351.16
4674,44566.63
4675,97798.51
4676,107530.41
4677,13248.74
4678,24620.39
4679,97550.52
4680,17964.09
4681,103493.89
4682,17442.18
4683,30392.0
4684,19406.08
4685,20112.56
4686,66141.04
4687,42071.5
4688,25833.76
4689,38164.28
4690,42319.99
4691,49219.18
4692,84648.35
4693,153151.85
4694,65095.08
4695,26348.38
4696,49726.9
4697,72705.39
4698,33182.3
4699,79183.75
4700,75302.06
4701,47193.27
4702,99299.26
4703,84033.14
4704,45925.82
4705,18748.76
4706,82185.66
4707,71465.42
4708,21821.48
4709,52557.95
4710,72774.64
4711,46967.54
4712,44335.94
4713,48043.5
4714,27767.18
4715,56114.95
4716,6676.54
4717,18064.63
4718,120749.07
4719,60262.48
4720,19869.43
4721,129858.33
4722,57883.92
4723,14188.19
4724,133535.48
4725,99911.84
4726,79008.35
4727,24219.82
4728,150428.99
4729,24275.16
4730,43839.53
4731,49789.01
4732,14104.64
4733,108387.63
4734,36537.1
4735,71635.77
4736,66339.79
4737,62064.3
4738,16032.37
4739,31247.01
4740,87360.79
4741,55939.49
4742,45838.63
4743,32571.47
4744,103303.91
4745,68032.61
4746,116776.49
4747,41415.69
4748,67016.73
4749,133322.77
4750,64270.22
4751,10602.19
4752,168548.06
4753,76363.4
4754,35636.38
4755,38952.62
4756,73597.22
4757,96336.82
4758,183440.55
4759,107804.33
4760,44135.41
4761,104618.67
4762,105703.58
4763,170018.12
4764,73684.25
4765,70811.73
4766,33441.16
4767,112469.85
4768,47914.43
4769,103634.34
4770,70181.02
4771,72158.83
4772,16488.48
4773,43335.62
4774,23330.84
4775,33174.12
4776,66306.06
4777,88348.2
4778,69458.73
4779,168939.08
4780,113917.92
4781,106261.54
4782,19358.02
4783,54291.87
4784,31052.06
4785,48004.65
4786,15981.92
4787,152737.6
4788,33045.22
4789,16872.21
4790,82037.57
4791,45424.47
4792,113854.29
4793,9881.81
4794,57941.38
4795,93540.78
4796,162632.56
4797,56699.5
4798,27853.28
4799,49031.41
4800,113651.24
4801,45792.24
4802,18397.79
4803,59136.43
4804,64472.95
4805,37865.3
4806,151853.56
4807,64636.34
4808,101892.61
4809,45575.69
4810,119869.52
4811,58364.98
4812,16548.67
4813,46380.77
4814,47887.83
4815,45725.7
4816,88730.33
4817,44169.74
4818,14371.97
4819,27279.84
4820,25061.39
4821,13866.18
4822,23167.14
4823,66304.49
4824,55745.38
4825,62569.91
4826,94958.86
4827,16693.88
4828,93538.46
4829,25350.99
4830,98207.18
4831,22814.49
4832,21163.99
4833,45538.51
4834,20423.55
4835,43522.68
4836,24605.43
4837,240700.26
4838,76932.46
4839,109151.85
4840,27394.93
4841,23395.86
4842,66216.51
4843,49672.96
4844,16606.06
4845,53589.85
4846,41286.1
4847,25912.34
4848,146433.06
4849,72565.81
4850,51598.78
4851,43844.88
4852,54199.47
4853,56496.92
4854,29467.77
4855,24552.62
4856,117379.03
4857,51917.97
4858,25215.92
4859,78912.06
4860,166836.19
4861,53855.22
4862,46002.4
4863,28694.58
4864,37667.96
4865,35677.5
4866,95767.34
4867,70915.76
4868,122827.54
4869,98239.54
4870,59844.9
4871,96286.11
4872,40319.86
4873,141391.24
4874,17224.91
4875,25198.9
4876,28138.56
4877,55791.88
4878,65412.34
4879,48331.32
4880,103164.79
4881,83201.41
4882,50254.38
4883,60817.0
4884,21275.56
4885,227837.14
4886,68431.32
4887,68267.74
4888,21640.05
4889,27267.25
4890,53762.34
4891,116415.63
4892,39250.63
4893,71482.37
4894,143923.29
4895,13491.59
4896,84232.68
4897,65555.8
4898,6308.31
4899,161183.23
4900,39447.58
4901,27934.01
4902,44278.93
4903,60543.52
4904,26804.57
4905,18211.47
4906,23102.12
4907,27737.91
4908,15004.04
4909,45888.82
4910,111087.9
4911,99038.1
4912,23804.54
4913,26451.55
4914,23926.26
4915,52773.66
4916,45138.4
4917,130962.34
4918,8801.23
4919,99639.33
4920,102215.14
4921,51813.55
4922,91491.38
4923,100417.54
4924,111968.21
4925,37605.58
4926,85226.85
4927,118683.67
4928,160113.81
4929,38696.9
4930,90532.03
4931,27877.62
4932,114495.6
4933,92948.14
4934,65857.97
4935,22793.62
4936,48465.11
4937,29578.61
4938,55861.0
4939,72597.9
4940,49281.13
4941,29343.22
4942,45098.94
4943,31109.93
4944,21988.66
4945,101421.45
4946,14497.77
4947,14938.55
4948,14962.38
4949,92415.97
4950,69741.67
4951,147662.9
4952,40263.07
4953,23745.02
4954,121237.56
4955,79916.64
4956,22038.44
4957,173762.63
4958,31421.6
4959,29912.55
4960,85195.86
4961,19006.46
4962,56319.79
4963,175718.14
4964,107640.07
4965,101153.91
4966,159410.31
4967,91672.06
4968,74695.81
4969,41754.65
4970,70641.51
4971,21617.94
4972,70591.74
4973,79816.7
4974,81638.12
4975,73765.67
4976,25162.23
4977,30171.43
4978,79224.38
4979,44934.41
4980,93832.08
4981,138817.67
4982,80428.4
4983,27841.44
4984,14010.65
4985,123037.44
4986,54922.96
4987,64039.29
4988,23863.96
4989,18209.0
4990,18277.61
4991,54956.66
4992,28347.35
4993,101356.23
4994,27498.95
4995,116673.34
4996,111431.96
4997,142968.34
4998,29484.81
4999,21226.52
5000,31270.94
5001,49256.23
5002,90369.29
5003,27418.92
5004,42630.38
5005,191474.12
5006,63591.62
5007,49326.14
5008,17770.56
5009,83800.83
5010,192981.75
5011,92524.78
5012,82786.91
5013,86351.31
5014,88846.09
5015,35432.62
5016,78607.79
5017,80924.32
5018,90096.16
5019,22978.66
5020,182612.47
5021,68836.95
5022,31433.04
5023,27394.93
5024,115850.94
5025,27605.2
5026,26619.45
5027,12265.54
5028,31670.83
5029,36209.05
5030,28750.56
5031,10094.94
5032,14852.91
5033,90747.96
5034,70958.44
5035,53438.49
5036,23957.65
5037,122260.44
5038,88566.19
5039,36201.48
5040,18109.07
5041,70206.16
5042,39784.55
5043,56248.53
5044,85171.03
5045,81531.53
5046,42439.81
5047,67083.43
5048,12938.88
5049,21258.99
5050,113151.34
5051,41283.47
5052,57391.08
5053,98683.58
5054,117977.41
5055,60041.63
5056,25808.19
5057,95502.83
5058,42769.56
5059,29259.35
5060,101142.17
5061,106107.11
5062,78321.39
5063,82960.8
5064,40037.43
5065,61265.22
5066,55051.64
5067,11091.76
5068,33090.92
5069,63282.85
5070,108252.43
5071,19676.04
5072,24764.28
5073,51981.85
5074,41770.15
5075,120589.51
5076,32704.67
5077,29889.75
5078,91239.9
5079,21584.86
5080,53385.93
5081,40882.09
5082,49946.35
5083,93267.11
5084,97193.67
5085,14939.72
5086,15951.63
5087,81148.42
5088,11355.43
5089,94643.25
5090,86602.16
5091,75783.9
5092,91238.58
5093,137912.54
5094,36390.66
5095,14516.96
5096,66395.42
5097,43817.75
5098,27113.51
5099,123715.28
5100,16743.59
5101,78618.89
5102,15701.41
5103,83153.71
5104,170947.34
5105,73201.16
5106,15476.67
5107,81437.99
5108,62599.2
5109,47610.05
5110,25681.07
5111,47443.69
5112,81949.98
5113,44677.0
5114,72904.74
5115,39202.01
5116,42863.5
5117,29405.05
5118,236990.25
5119,115844.5
5120,29110.63
5121,31127.91
5122,107049.87
5123,39442.62
5124,12794.29
5125,100714.42
5126,99066.06
5127,62210.16
5128,45365.14
5129,126255.54
5130,37257.29
5131,64301.76
5132,26130.07
5133,26188.68
5134,34106.14
5135,15883.14
5136,111456.9
5137,30376.72
5138,14207.35
5139,14602.57
5140,133067.22
5141,41093.08
5142,22457.82
5143,17797.38
5144,116429.52
5145,47336.65
5146,59435.14
5147,52420.85
5148,28522.62
5149,75145.94
5150,14301.11
5151,64276.13
5152,44429.29
5153,54921.31
5154,51157.0
5155,12637.07
5156,13226.51
5157,19833.84
5158,71351.16
5159,49721.22
5160,64803.88
5161,43838.75
5162,10354.83
5163,28467.07
5164,56099.62
5165,42644.64
5166,50683.7
5167,22661.09
5168,42340.72
5169,47955.83
5170,137521.57
5171,20099.98
5172,22093.57
5173,49124.6
5174,57057.06
5175,56138.82
5176,18303.75
5177,62367.66
5178,55342.1
5179,19148.86
5180,228783.25
5181,24431.81
5182,9163.45
5183,45400.34
5184,53700.49
5185,26688.4
5186,19098.04
5187,65594.87
5188,73538.11
5189,61190.53
5190,39835.0
5191,96160.07
5192,39628.06
5193,220575.83
5194,23261.47
5195,167243.31
5196,76359.33
5197,160662.17
5198,19300.78
5199,16185.51
5200,53595.32
5201,67062.24
5202,68681.3
5203,76800.96
5204,192824.8
5205,47974.04
5206,55469.38
5207,25767.21
5208,49199.71
5209,50616.5
5210,8492.15
5211,42780.26
5212,22342.3
5213,69238.06
5214,35598.58
5215,6499.38
5216,13252.16
5217,27510.33
5218,108297.99
5219,128973.23
5220,36977.02
5221,44205.69
5222,21857.55
5223,42259.62
5224,108078.09
5225,14867.83
5226,126192.3
5227,17907.49
5228,54752.13
5229,49760.56
5230,50101.79
5231,16118.17
5232,103920.98
5233,123435.63
5234,18268.85
5235,102971.45
5236,50645.3
5237,8685.57
5238,28635.35
5239,49931.03
5240,51793.09
5241,33532.5
5242,100761.15
5243,97273.37
5244,111459.45
5245,20779.48
5246,45696.28
5247,95107.69
5248,25267.38
5249,137361.97
5250,59960.09
5251,8409.02
5252,45135.3
5253,68334.42
5254,20657.71
5255,33201.05
5256,94543.18
5257,123734.73
5258,114315.86
5259,56510.45
5260,44603.43
5261,17779.21
5262,161620.08
5263,18164.39
5264,8710.38
5265,116014.28
5266,39092.62
5267,90549.97
5268,40519.51
5269,40909.68
5270,86170.58
5271,78544.58
5272,28348.75
5273,60611.5
5274,56511.96
5275,68081.23
5276,46777.79
5277,138420.01
5278,143922.07
5279,38068.96
5280,31520.51
5281,76774.17
5282,75886.5
5283,25807.18
5284,25711.5
5285,23985.86
5286,74337.02
5287,107831.16
5288,24405.63
5289,76567.19
5290,104376.3
5291,19784.09
5292,162651.18
5293,69806.88
5294,69665.69
5295,23474.31
5296,90002.08
5297,51505.47
5298,62050.65
5299,116651.02
5300,64760.54
5301,75410.61
5302,29085.43
5303,67288.62
5304,103014.55
5305,69879.02
5306,16081.23
5307,60792.51
5308,25924.52
5309,118618.91
5310,17892.81
5311,51762.22
5312,40467.06
5313,42049.25
5314,82766.37
5315,140643.7
5316,15461.85
5317,34353.12
5318,152516.58
5319,230770.7
5320,69936.12
5321,123345.97
5322,30866.39
5323,25979.31
5324,34698.58
5325,30560.84
5326,65056.62
5327,107212.66
5328,26232.54
5329,85878.05
5330,11018.96
5331,58781.51
5332,193336.22
5333,24847.12
5334,57280.78
5335,52595.55
5336,5665.65
5337,50624.14
5338,142040.6
5339,103275.01
5340,44521.31
5341,17875.34
5342,98162.62
5343,56769.65
5344,120511.66
5345,15374.68
5346,97023.69
5347,19708.91
5348,15227.91
5349,20713.34
5350,112669.39
5351,101065.17
5352,21517.52
5353,89218.45
5354,46050.76
5355,39129.41
5356,82786.12
5357,62496.15
5358,23340.04
5359,56552.6
5360,23769.75
5361,89858.76
5362,74275.28
5363,92047.54
