ID,credit_status,annual_income,verification_status,employment_duration,property_type,interest_rate,credit_amount,credit_type,term,credit_category
190194,Paid,55000,Not Verified,< 1 year,Leased,15.21%,17000,Debt consolidation, 60 months,D
485090,Paid,39900,Verified from source,3 years,Rented,11.49%,6000,Consumption, 36 months,B
177057,Paid,30000,Verified,8 years,Leased,13.61%,6000,Credit card, 60 months,C
481783,Paid,72000,Verified,5 years,Mortgaged,13.61%,24000,Debt consolidation, 60 months,C
218791,Paid,102000,Verified from source,10+ years,Mortgaged,11.49%,10000,Home remodeling, 36 months,B
862445,Defaulted,96000,Verified,10+ years,Mortgage,14.84%,3500,Medical cause, 36 months,D
433408,Paid,30159.96,Verified from source,< 1 year,Leased,11.12%,5000,Debt Consolidation, 36 months,B
374864,Paid,70000,Verified from source,5 years,Mortgaged,15.95%,7000,Home renovation, 36 months,D
386661,Paid,53000,Verified from source,5 years,Leased,7.51%,10000,Credit card, 36 months,A
868553,Paid,85000,Verified from source,10+ years,Mortgaged,15.58%,8500,Debt consolidation, 36 months,D
944517,Paid,50000,Verified from source,6 years,Mortgaged,11.12%,8000,Debt consolidation, 36 months,B
533793,Paid,92256,Verified,10+ years,Mortgaged,18.30%,22000,Debt consolidation, 60 months,F
793223,Paid,107400,Verified,2 years,Own,15.21%,25000,Debt consolidation, 36 months,D
476176,Paid,58000,Verified,8 years,Own,6.76%,3000,Home remodeling, 36 months,A
900079,Paid,48000,Verified from source,2 years,Leased,11.12%,2600,Credit card, 36 months,B
260641,Paid,75000,Verified,10+ years,Mortgaged,15.21%,8000,Renewable energy, 60 months,D
541819,Paid,66924,Not Verified,1 year,Rented,11.86%,5000,Consumption, 36 months,B
433769,Paid,72000,Verified from source,10+ years,Leased,14.35%,2500,Other, 36 months,C
555510,Paid,50000,Not Verified,10+ years,Mortgaged,11.86%,6000,Debt consolidation, 60 months,B
677724,Paid,54000,Not Verified,10+ years,Mortgaged,14.72%,15000,Debt consolidation, 36 months,C
636693,Paid,53000,Verified,10+ years,Mortgaged,16.45%,10200,Credit card, 60 months,E
486247,Paid,51400,Not Verified,4 years,Leased,13.61%,9000,Debt Consolidation, 36 months,C
163358,Paid,36000,Not Verified,2 years,Rented,10.38%,7200,Consumption, 60 months,B
259467,Paid,12000,Verified from source,1 year,Leased,13.98%,1000,Other, 36 months,C
470025,Paid,68724,Verified,3 years,Leased,17.19%,6150,Renewable energy, 60 months, E
838034,Paid,39000,Not Verified,2 years,Own,14.84%,4400,Consumption, 36 months,D
848997,Paid,155000,Verified from source,10+ years,Mortgaged,10.75%,25000,Debt consolidation, 36 months,B
651422,Paid,27600,Not Verified,2 years,Mortgaged,16.82%,6000,Debt consolidation, 60 months, E
452591,Paid,41000,Not Verified,1 year,Leased,15.95%,20000,Debt consolidation, 60 months,D
888507,Paid,63600,Verified from source,10+ years,Leased,11.12%,13000,Small business, 60 months,B
489941,Paid,27996,Not Verified,1 year,Own,14.72%,4200,Debt Consolidation, 36 months,C
407584,Paid,120000,Not Verified,2 years,Mortgaged,6.76%,6000,car, 36 months,A
722153,Default,20400,Verified from source,< 1 year,Rented,7.88%,9000,Consumption, 60 months,A
886483,Paid,28800,Not Verified,5 years,Rented,7.88%,4500,Consumption, 36 months,A
160999,Default,20796,Verified from source,< 1 year,Rented,10.75%,3850,Other, 60 months,B
704679,Defaulted,46800,Verified from source,7 years,Leased,11.49%,2400,Debt consolidation, 36 months,B
500460,Paid,58000,Verified,10+ years,Mortgaged,7.14%,3000,Small business, 36 months,A
800761,Paid,48996,Not Verified,10+ years,Mortgaged,13.61%,10525,Debt Consolidation, 36 months,C
905463,Paid,60000,Verified,< 1 year,Leased,11.86%,12000,Credit card, 36 months,B
980245,Paid,60000,Not Verified,10+ years,Mortgaged,7.88%,15000,Debt consolidation, 36 months,A
326530,Paid,50000,Verified from source,< 1 year,Rented,17.56%,9600,Moving in, 60 months, E
609409,Paid,53000,Verified,4 years,Leased,15.58%,15200,Debt consolidation, 60 months,D
586800,Paid,36000,Verified from source,10+ years,Mortgaged,11.12%,5000,Debt consolidation, 60 months,B
114741,Paid,48989,Not Verified,10+ years,Own,7.14%,2400,Credit card, 36 months,A
383915,Paid,35000,Not Verified,10+ years,Rented,15.21%,3200,Small business, 36 months,D
853580,Paid,38112,Not Verified,3 years,Leased,15.95%,7200,Debt Consolidation, 60 months,D
511539,Paid,52000,Not Verified,< 1 year,Mortgaged,13.98%,1200,Debt consolidation, 36 months,C
604665,Paid,40000,Not Verified,3 years,Mortgaged,7.88%,4800,car, 60 months,A
877081,Paid,75000,Not Verified,< 1 year,Leased,11.49%,10000,Debt consolidation, 60 months,B
733623,Paid,54828,Not Verified,10+ years,Mortgaged,16.82%,5000,Debt Consolidation, 36 months,E
630290,Paid,96000,Verified from source,3 years,Mortgaged,7.88%,20000,Debt consolidation, 36 months,A
356143,Paid,35004,Not Verified,1 year,Leased,7.88%,4750,Other, 60 months,A
403471,Paid,47500,Verified,5 years,Leased,13.61%,17500,Credit card, 36 months,C
622066,Paid,30000,Verified from source,4 years,Mortgaged,13.98%,10000,Credit card, 60 months,C
315621,Paid,69996,Not Verified,10+ years,Mortgaged,6.39%,3400,Home remodeling, 36 months,A
839758,Paid,96000,Verified from source,1 year,Mortgaged,16.32%,14400,Debt consolidation, 60 months,D
400415,Paid,85000,Not Verified,2 years,Mortgaged,15.21%,1200,Consumption, 60 months,D
259883,Paid,42000,Verified,2 years,Leased,7.88%,6500,Credit card, 60 months,A
514530,Paid,28000,Verified from source,2 years,Leased,10.38%,8000,Debt Consolidation, 60 months,B
545827,Defaulted,35000,Not Verified,10+ years,Mortgaged,7.88%,6000,Debt consolidation, 36 months,A
350253,Paid,51996,Verified,10+ years,Leased,13.98%,4000,Debt Consolidation, 36 months,C
596255,Defaulted,60000,Verified,3 years,Leased,16.82%,25000,Small business, 36 months,E
374318,Paid,89000,Verified,< 1 year,Rented,10.75%,12000,Moving, 60 months,B
121915,Paid,129996,Verified,6 years,Leased,10.75%,25000,Debt consolidation, 36 months,B
163730,Paid,756000,Verified from source,2 years,Leased,13.61%,10000,Debt Consolidation, 60 months,C
622714,Defaulted,35000,Verified,4 years,Leased,15.21%,6400,Debt consolidation, 60 months,D
539082,Paid,74872,Verified from source,4 years,Rented,7.88%,15000,Marriage, 36 months,A
571870,Paid,82000,Verified from source,10+ years,Mortgaged,17.93%,12000,Other, 60 months, E
413988,Paid,90000,Verified,1 year,Leased,17.56%,15000,Debt consolidation, 60 months, E
187632,Paid,45000,Verified,< 1 year,Rented,17.19%,12000,Small business, 60 months,E
845141,Paid,40581,Verified,10+ years,Leased,13.23%,14500,Credit card, 36 months,C
329016,Paid,175000,Verified,10+ years,Mortgaged,7.51%,11500,Credit card, 36 months,A
598646,Paid,39996,Not Verified,8 years,Mortgaged,15.21%,1200,Other, 36 months,D
246905,Paid,32600,Verified,2 years,Own,13.61%,11200,Moving, 60 months,C
908149,Paid,55000,Verified,6 years,Leased,17.93%,16750,Debt consolidation, 60 months, E
443288,Paid,1.00E+05,Not Verified,3 years,Mortgaged,13.98%,8000,Debt consolidation, 36 months,C
557732,Paid,27000,Verified,1 year,Leased,7.88%,5000,car, 36 months,A
865283,Paid,166000,Verified,4 years,Leased,7.88%,10000,Small business, 36 months,A
456401,Paid,36000,Not Verified,< 1 year,Leased,13.61%,13000,Debt consolidation, 36 months,C
556375,Paid,60000,Verified from source,10+ years,Own,17.56%,15000,Debt consolidation, 60 months,E
943777,Paid,72000,Not Verified,4 years,Mortgaged,15.95%,4900,Other, 36 months,D
606633,Paid,38000,Verified from source,3 years,Mortgaged,16.45%,6200,Credit card, 60 months, E
908165,Paid,121400,Verified,9 years,Mortgaged,11.86%,20000,Debt consolidation, 60 months,B
596489,Paid,96000,Not Verified,4 years,Mortgaged,11.49%,3000,Home remodeling, 36 months,B
939597,Paid,140000,Verified,4 years,Mortgaged,7.88%,24000,Credit card, 36 months,A
195254,Paid,40000,Verified from source,10+ years,Leased,14.35%,2800,Debt Consolidation, 36 months,C
718867,Paid,125000,Verified,2 years,Mortgaged,10.75%,25000,Credit card, 36 months,B
173498,Paid,32000,Not Verified,3 years,Mortgaged,11.49%,6250,Debt Consolidation, 36 months,B
775534,Paid,43000,Verified,9 years,Leased,15.21%,22750,Debt consolidation, 60 months,D
266031,Paid,137000,Verified,10+ years,Own,7.88%,4500,Consumption, 60 months,A
287487,Paid,46800,Verified from source,3 years,Leased,15.21%,12000,Debt Consolidation, 36 months,D
502597,Paid,130000,Verified from source,10+ years,Mortgaged,11.49%,24000,Home remodeling, 60 months,B
965068,Paid,52000,Verified from source,10+ years,Own,13.61%,8000,Home purchase, 60 months,C
347835,Paid,97000,Verified,10+ years,Mortgaged,10.75%,7500,Home remodeling, 60 months,B
464121,Paid,43300,Not Verified,4 years,Rented,13.61%,3500,Moving, 60 months,C
247948,Paid,40000,Verified from source,8 years,Mortgaged,6.39%,4800,Debt consolidation, 36 months,A
552219,Paid,32642,Not Verified,10+ years,Mortgaged,11.49%,8500,Credit card, 36 months,B
976835,Defaulted,53000,Verified,10+ years,Mortgaged,14.84%,23000,Debt consolidation, 36 months,D
876924,Paid,218000,Verified,4 years,Mortgaged,11.86%,14000,Consumption, 60 months,B
124075,Defaulted,28560,Not Verified,3 years,Leased,11.49%,11000,car, 60 months,B
934243,Paid,44991.48,Not Verified,10+ years,Mortgaged,14.72%,5000,Debt Consolidation, 36 months,C
683855,Paid,76300,Verified from source,8 years,Leased,13.23%,5600,Small business, 60 months,C
558696,Paid,125000,Verified,< 1 year,Mortgaged,14.35%,10000,Marriage, 36 months,C
276679,Paid,59500,Not Verified,6 years,Mortgaged,7.51%,11000,Home renovation, 36 months,A
385575,Paid,130000,Verified,10+ years,Mortgaged,16.32%,22000,Debt consolidation, 60 months,D
132690,Paid,70000,Verified,4 years,Leased,11.49%,6000,Debt consolidation, 36 months,B
551005,Paid,21000,Verified,2 years,Rented,11.86%,4000,Consumption, 36 months,B
764795,Paid,41808,Verified from source,10+ years,Leased,17.19%,11000,Debt Consolidation, 36 months,E
135277,Paid,63000,Verified from source,7 years,Leased,13.23%,5000,Debt consolidation, 36 months,C
314176,Paid,75996,Verified,10+ years,Mortgaged,15.21%,9800,Home remodeling, 60 months,D
218640,Paid,50000,Verified,5 years,Mortgaged,18.30%,15000,Debt consolidation, 60 months,F
521359,Paid,103000,Verified,6 years,Mortgaged,11.49%,20000,Debt consolidation, 60 months,B
774860,Paid,65000,Verified from source,4 years,Mortgaged,17.19%,10500,Debt consolidation, 60 months, E
576062,Paid,69996,Verified from source,10+ years,Mortgaged,6.39%,3000,Other, 36 months,A
127258,Paid,19200,Not Verified,4 years,Rented,7.14%,1500,Consumption, 36 months,A
755144,Paid,45000,Not Verified,< 1 year,Rented,13.23%,6000,Medical cause, 36 months,C
742745,Paid,97665,Verified,10+ years,Mortgaged,13.23%,19200,Debt Consolidation, 60 months,C
588940,Paid,65400,Verified,1 year,Leased,13.98%,10075,Credit card, 36 months,C
813220,Paid,90000,Verified,8 years,Mortgaged,10.75%,19000,Home remodeling, 60 months,B
477619,Defaulted,34000,Not Verified,3 years,Own,13.98%,12250,Debt consolidation, 60 months,C
397792,Paid,42000,Verified from source,5 years,Leased,11.49%,16000,Debt consolidation, 60 months,B
189086,Paid,54000,Not Verified,6 years,Rented,17.19%,6400,Vacation, 60 months,E
380099,Paid,90000,Verified from source,3 years,Rented,11.86%,15000,Home purchase, 36 months,B
274191,Paid,88000,Verified,10+ years,Mortgaged,11.49%,20000,Debt consolidation, 60 months,B
518449,Paid,81754,Verified,7 years,Mortgaged,13.23%,20000,Debt consolidation, 60 months,C
293475,Defaulted,110000,Verified,6 years,Leased,13.23%,20000,Debt consolidation, 60 months,C
427350,Paid,24996,Verified from source,6 years,Leased,7.51%,8000,Other, 36 months,A
632354,Paid,53500,Verified from source,1 year,Leased,13.98%,4200,Debt Consolidation, 36 months,C
472461,Paid,73000,Verified from source,6 years,Mortgaged,13.98%,5000,Debt consolidation, 60 months,C
982022,Paid,44500,Verified from source,5 years,Leased,7.88%,6000,Small business, 36 months,A
705151,Defaulted,75000,Verified from source,4 years,Mortgaged,17.19%,10800,Debt consolidation, 60 months, E
205993,Paid,76000,Verified,5 years,Mortgaged,7.88%,6250,Debt consolidation, 36 months,A
403706,Defaulted,14400,Not Verified,3 years,Leased,16.32%,1000,Debt consolidation, 36 months,D
413285,Paid,35100,Verified from source,3 years,Mortgaged,15.95%,10000,Debt consolidation, 36 months,D
834875,Paid,111147.66,Verified from source,4 years,Mortgaged,13.61%,15000,Debt consolidation, 36 months,C
229464,Paid,52500,Verified from source,< 1 year,Rented,11.12%,5700,Medical cause, 36 months,B
735033,Defaulted,31000,Verified from source,10+ years,Mortgaged,14.84%,9000,Debt consolidation, 36 months,D
239952,Paid,52600,Verified,1 year,Rented,11.86%,15000,Consumption, 60 months,B
172428,Paid,159996,Verified,1 year,Own,11.86%,10000,Consumption, 36 months,B
276488,Paid,74760,Verified,7 years,Mortgaged,11.12%,7000,car, 60 months,B
834095,Paid,95000,Verified from source,10+ years,Mortgaged,11.12%,25000,Small business, 36 months,B
908997,Paid,110000,Verified from source,10+ years,Mortgaged,14.35%,8000,Home remodeling, 36 months,C
368844,Paid,85000,Verified from source,4 years,Own,13.61%,9600,Debt consolidation, 36 months,C
423138,Paid,65000,Not Verified,< 1 year,Rented,7.51%,9975,Other, 36 months,A
480241,Paid,48000,Verified,10+ years,Leased,15.95%,12500,Debt Consolidation, 36 months,D
422443,Paid,86004,Verified,4 years,Mortgaged,15.58%,17000,Debt consolidation, 60 months,D
250540,Paid,57600,Not Verified,5 years,Leased,10.75%,6000,car, 60 months,B
992044,Paid,140000,Verified,3 years,Mortgaged,10.38%,5000,Debt consolidation, 36 months,B
739109,Paid,86000,Verified,4 years,Mortgaged,11.86%,25000,Debt consolidation, 60 months,B
569504,Paid,19968,Verified,4 years,Leased,14.35%,5000,Other, 36 months,C
611436,Paid,36000,Verified from source,2 years,Mortgaged,10.75%,7800,Debt consolidation, 60 months,B
626228,Paid,30000,Verified from source,2 years,Mortgaged,13.98%,7000,Debt consolidation, 60 months,C
565137,Paid,18996,Verified,1 year,Leased,16.32%,1500,Other, 36 months,D
973822,Defaulted,60000,Not Verified,5 years,Leased,16.45%,16000,Debt consolidation, 60 months, E
215941,Paid,42400,Verified from source,4 years,Mortgaged,10.75%,4800,Debt consolidation, 60 months,B
243527,Paid,30000,Not Verified,10+ years,Mortgaged,11.86%,10000,Debt consolidation, 60 months,B
559896,Paid,120000,Verified,2 years,Mortgaged,11.49%,24000,Debt consolidation, 60 months,B
230017,Paid,240000,Not Verified,10+ years,Mortgaged,7.88%,5000,Marriage, 36 months,A
628964,Paid,18996,Verified from source,5 years,Leased,7.88%,2000,Other, 36 months,A
886317,Paid,116480,Not Verified,10+ years,Mortgaged,10.75%,5000,Medical cause, 60 months,B
601927,Paid,32400,Not Verified,3 years,Rented,11.12%,1400,Medical cause, 60 months,B
567790,Defaulted,73716,Verified from source,9 years,Mortgaged,11.49%,8000,Debt consolidation, 60 months,B
270043,Paid,50000,Verified from source,< 1 year,Mortgaged,7.14%,5400,Debt consolidation, 36 months,A
981264,Paid,24000,Verified from source,2 years,Leased,13.61%,8000,Other, 36 months,C
429872,Paid,50000,Verified,9 years,Mortgaged,13.23%,20000,Debt consolidation, 60 months,C
554896,Paid,54500,Verified,5 years,Mortgaged,18.30%,10000,Debt consolidation, 60 months,F
375109,Paid,31200,Verified from source,1 year,Leased,16.45%,3600,car, 60 months, E
783943,Paid,110000,Verified,< 1 year,Own,16.32%,25000,Debt consolidation, 36 months,D
830997,Paid,58000,Verified,10+ years,Leased,10.75%,24000,Debt Consolidation, 36 months,B
425594,Paid,74000,Verified,10+ years,Mortgaged,11.86%,21000,Debt consolidation, 60 months,B
841072,Paid,53004,Not Verified,10+ years,Own,10.75%,2000,Other, 36 months,B
750443,Paid,84000,Verified,< 1 year,Mortgaged,16.45%,24000,Credit card, 60 months, E
512896,Paid,185000,Verified,3 years,Mortgaged,15.21%,25000,Home remodeling, 60 months,D
915608,Paid,60000,Verified,10+ years,Own,7.88%,9000,Debt consolidation, 60 months,A
349401,Paid,69996,Verified from source,10+ years,Mortgaged,16.82%,12500,Consumption, 60 months, E
533198,Paid,95000,Verified,1 year,Mortgaged,11.49%,25000,Home remodeling, 60 months,B
297556,Paid,21600,Not Verified,1 year,Leased,14.35%,2500,Debt consolidation, 36 months,C
462691,Paid,90000,Not Verified,< 1 year,Rented,7.88%,2000,Consumption, 36 months,A
260698,Paid,130000,Verified from source,10+ years,Mortgaged,11.12%,25000,Consumption, 36 months,B
368445,Paid,57600,Not Verified,4 years,Leased,11.12%,7500,car, 60 months,B
736207,Paid,38700,Not Verified,8 years,Leased,11.12%,3600,Debt consolidation, 36 months,B
400718,Paid,84000,Not Verified,10+ years,Mortgaged,10.75%,10000,car, 60 months,B
961443,Paid,50000,Verified,7 years,Rented,18.30%,15000,Marriage, 60 months,F
827614,Paid,50004,Verified,2 years,Own,11.12%,10000,Home remodeling, 36 months,B
586597,Paid,48000,Verified from source,3 years,Mortgaged,18.67%,17000,Debt consolidation, 60 months,F
800341,Paid,30000,Not Verified,4 years,Rented,10.75%,4000,Medical cause, 36 months,B
656222,Paid,55000,Not Verified,10+ years,Mortgaged,16.45%,13000,Debt Consolidation, 36 months,E
310166,Defaulted,32918.64,Not Verified,7 years,Rented,13.61%,12000,Home purchase, 60 months,C
957235,Paid,92700,Verified,3 years,Mortgaged,11.12%,17500,Debt consolidation, 60 months,B
268389,Defaulted,14400,Not Verified,2 years,Leased,16.82%,2500,Debt consolidation, 36 months,E
788196,Defaulted,52800,Verified from source,7 years,Leased,13.98%,11200,Credit card, 36 months,C
646349,Paid,31000,Verified from source,2 years,Leased,11.49%,10000,Debt consolidation, 60 months,B
295247,Paid,64000,Not Verified,10+ years,Mortgaged,10.38%,7000,Debt consolidation, 36 months,B
282670,Paid,96000,Not Verified,3 years,Rented,11.49%,6400,Home renovation, 36 months,B
687829,Defaulted,58000,Verified from source,2 years,Leased,19.04%,10000,Debt consolidation, 60 months,F
514180,Paid,24996,Not Verified,10+ years,Own,7.51%,5000,Other, 36 months,A
286349,Paid,33280,Verified,< 1 year,Leased,13.23%,6000,Debt consolidation, 36 months,C
877769,Paid,142500,Verified from source,7 years,Mortgaged,11.49%,20000,Debt consolidation, 36 months,B
792436,Paid,36000,Verified from source,4 years,Own,14.72%,1050,Debt consolidation, 36 months,C
600428,Paid,80000,Not Verified,10+ years,Mortgaged,15.21%,5000,Credit card, 36 months,D
714944,Paid,170000,Verified,< 1 year,Leased,14.84%,4000,Debt consolidation, 36 months,D
907912,Paid,45000,Verified,5 years,Own,13.98%,15250,Debt consolidation, 36 months,C
751015,Paid,89520,Not Verified,10+ years,Own,13.23%,8000,Home remodeling, 36 months,C
216804,Paid,69960,Not Verified,3 years,Mortgaged,7.88%,10000,Home remodeling, 36 months,A
694630,Paid,103000,Verified,10+ years,Mortgaged,14.35%,17000,Debt consolidation, 36 months,C
624547,Paid,30000,Not Verified,10+ years,Leased,10.38%,3000,Renewable energy, 36 months,B
952219,Paid,29100,Verified from source,3 years,Leased,14.84%,5000,Debt Consolidation, 36 months,D
160743,Paid,30000,Verified from source,5 years,Leased,21.27%,2000,Debt consolidation, 36 months,G
961158,Paid,27000,Verified,2 years,Mortgaged,15.95%,3025,Other, 36 months,D
225931,Paid,34860,Verified from source,< 1 year,Rented,10.38%,2000,Other, 36 months,B
865756,Paid,24000,Verified from source,3 years,Rented,11.49%,9600,Consumption, 60 months,B
714691,Defaulted,50000,Verified,3 years,Rented,13.61%,7000,Other, 60 months,C
592087,Paid,25000,Verified from source,2 years,Own,6.76%,1500,Vacation, 36 months,A
381121,Paid,51600,Not Verified,9 years,Own,16.82%,5000,Medical cause, 60 months, E
140856,Paid,1.00E+05,Verified from source,< 1 year,Leased,18.30%,12000,Debt consolidation, 60 months,F
908272,Paid,37000,Verified from source,2 years,Leased,10.38%,3000,Debt consolidation, 36 months,B
644132,Default,29040,Verified from source,10+ years,Leased,13.23%,1800,car, 36 months,C
584746,Paid,57600,Verified,< 1 year,Leased,11.49%,6300,car, 60 months,B
582084,Defaulted,32000,Verified from source,7 years,Leased,16.82%,14500,Debt consolidation, 60 months,E
958156,Defaulted,1.00E+05,Verified,5 years,Own,13.61%,11000,Debt consolidation, 36 months,C
343709,Paid,90000,Verified from source,10+ years,Mortgaged,15.58%,9000,Credit card, 36 months,D
844346,Paid,45792,Verified,3 years,Leased,10.38%,17000,Credit card, 36 months,B
879898,Paid,65000,Verified,1 year,Mortgaged,13.23%,16000,Other, 60 months,C
469270,Paid,123144,Verified from source,2 years,Leased,10.75%,12000,Debt Consolidation, 36 months,B
912681,Paid,74337.72,Verified from source,10+ years,Leased,11.86%,16000,Debt Consolidation, 36 months,B
995717,Defaulted,54000,Verified,10+ years,Mortgaged,15.21%,9000,Debt consolidation, 36 months,D
541838,Paid,93000,Verified,< 1 year,Mortgaged,7.51%,13000,Debt consolidation, 36 months,A
654712,Paid,55000,Verified from source,5 years,Leased,11.86%,4000,Debt consolidation, 36 months,B
578916,Paid,84996,Verified,< 1 year,Mortgaged,14.35%,16750,Debt consolidation, 36 months,C
871018,Paid,77004,Verified,9 years,Mortgaged,7.88%,6000,Other, 36 months,A
361362,Default,36000,Verified from source,3 years,Rented,7.14%,2500,Moving, 36 months,A
336081,Paid,564000,Verified from source,2 years,Rented,7.14%,6000,Home renovation, 36 months,A
270173,Paid,54000,Not Verified,10+ years,Mortgaged,7.88%,11500,Debt Consolidation, 36 months,A
219062,Paid,68000,Verified,5 years,Mortgaged,16.45%,9700,Credit card, 60 months,E
999273,Paid,83000,Not Verified,5 years,Leased,11.12%,25000,Debt consolidation, 36 months,B
571958,Defaulted,21000,Verified from source,2 years,Leased,16.45%,4500,Debt consolidation, 36 months,E
688961,Defaulted,60000,Verified,3 years,Mortgaged,11.49%,10000,Small business, 36 months,B
673251,Paid,40000,Verified from source,9 years,Leased,10.75%,2000,Other, 36 months,B
671932,Paid,48000,Not Verified,10+ years,Own,18.30%,10000,Debt Consolidation, 60 months,F
495994,Paid,50000,Verified,3 years,Rented,11.86%,20000,Marriage, 60 months,B
302105,Paid,75000,Verified,5 years,Mortgaged,7.51%,3000,Consumption, 36 months,A
631295,Defaulted,52000,Verified,9 years,Mortgaged,7.88%,12000,Debt consolidation, 36 months,A
428369,Paid,125004,Verified,10+ years,Leased,18.30%,25000,Debt Consolidation, 60 months,F
240741,Paid,60000,Verified from source,8 years,Mortgaged,7.88%,8400,Home renovation, 60 months,A
898725,Paid,65000,Verified,2 years,Mortgaged,11.86%,8400,Debt consolidation, 36 months,B
529976,Paid,68000,Not Verified,2 years,Mortgaged,7.51%,5000,Home remodeling, 36 months,A
138580,Paid,23396.63,Verified,5 years,Own,10.38%,10000,Home remodeling, 36 months,B
593144,Paid,50000,Not Verified,5 years,Leased,7.88%,10000,Debt consolidation, 36 months,A
525669,Defaulted,21424,Verified,1 year,Mortgaged,7.51%,7750,Debt consolidation, 36 months,A
518034,Paid,43000,Verified,1 year,Mortgaged,7.88%,4000,car, 36 months,A
150376,Defaulted,45500,Verified,5 years,Own,14.72%,14000,Debt consolidation, 36 months,C
658262,Paid,1.00E+05,Not Verified,10+ years,Mortgaged,7.88%,13000,Credit card, 36 months,A
624353,Paid,58800,Verified from source,4 years,Leased,14.84%,5000,Other, 36 months,D
624404,Paid,61848,Not Verified,10+ years,Own,10.38%,5000,Home remodeling, 36 months,B
390580,Paid,45000,Verified,< 1 year,Leased,11.86%,19750,Debt consolidation, 60 months,B
848119,Paid,65000,Not Verified,10+ years,Leased,16.45%,6000,Debt Consolidation, 60 months,E
715715,Paid,60000,Verified,3 years,Mortgaged,7.88%,20000,Debt consolidation, 36 months,A
593438,Defaulted,48000,Verified from source,4 years,Leased,11.49%,8000,Credit card, 60 months,B
614667,Paid,38400,Not Verified,5 years,Mortgaged,7.51%,6000,car, 36 months,A
141079,Paid,34800,Verified from source,8 years,Mortgaged,7.88%,3000,Home renovation, 60 months,A
466903,Paid,30000,Not Verified,2 years,Leased,17.19%,9250,Credit card, 60 months, E
281502,Paid,85000,Verified from source,9 years,Leased,11.12%,10000,Debt consolidation, 36 months,B
613421,Paid,25000,Verified,3 years,Leased,11.12%,3000,Debt consolidation, 36 months,B
955215,Paid,14400,Not Verified,2 years,Rented,7.14%,1200,Consumption, 36 months,A
465066,Paid,81000,Not Verified,5 years,Mortgaged,7.88%,6600,Debt consolidation, 36 months,A
324934,Paid,46800,Not Verified,4 years,Leased,15.95%,13000,Debt Consolidation, 60 months,D
426943,Paid,55000,Verified,3 years,Own,13.98%,13000,Debt consolidation, 36 months,C
568286,Defaulted,38400,Verified from source,7 years,Leased,13.98%,4800,Debt consolidation, 36 months,C
123003,Paid,75000,Verified,10+ years,Mortgaged,7.14%,8000,Consumption, 36 months,A
806885,Paid,148000,Verified,10+ years,Mortgaged,13.98%,8000,Home remodeling, 36 months,C
991294,Paid,60000,Not Verified,10+ years,Own,7.88%,16000,Credit card, 36 months,A
520294,Paid,12000,Verified,< 1 year,Rented,7.88%,3000,Other, 36 months,A
427913,Paid,110000,Verified,2 years,Mortgaged,7.88%,15000,Home remodeling, 36 months,A
858228,Paid,38760,Verified,4 years,Leased,16.32%,14000,car, 60 months,D
153472,Paid,54000,Verified from source,10+ years,Leased,11.12%,11675,Debt Consolidation, 60 months,B
729322,Paid,80000,Verified from source,< 1 year,Mortgaged,14.72%,2000,Home renovation, 36 months,C
534957,Paid,49200,Verified,< 1 year,Own,20.16%,10000,Credit card, 60 months,G
690627,Defaulted,95000,Verified,1 year,Mortgaged,11.49%,24250,Debt consolidation, 60 months,B
122639,Paid,104080,Not Verified,3 years,Own,18.30%,5000,Debt consolidation, 60 months,F
669911,Paid,60500,Verified,10+ years,Rented,13.61%,3000,Marriage, 36 months,C
795963,Paid,48000,Verified,10+ years,Mortgaged,11.12%,20000,Debt consolidation, 36 months,B
814326,Paid,18000,Verified from source,4 years,Rented,13.23%,3000,Marriage, 36 months,C
399906,Paid,56000,Verified,3 years,Leased,11.86%,25000,Debt consolidation, 60 months,B
624210,Paid,1.00E+05,Verified from source,10+ years,Mortgaged,7.88%,16800,Debt consolidation, 36 months,A
229279,Paid,52000,Not Verified,5 years,Mortgaged,7.88%,12000,Debt consolidation, 36 months,A
592967,Paid,80000,Verified,1 year,Leased,13.98%,20000,Debt consolidation, 36 months,C
220837,Paid,76500,Verified,10+ years,Leased,15.21%,25000,Debt Consolidation, 60 months,D
340214,Paid,152004,Verified,9 years,Leased,17.56%,25000,Debt consolidation, 60 months, E
783744,Paid,55000,Not Verified,< 1 year,Leased,11.49%,6000,Debt consolidation, 60 months,B
957432,Paid,2.00E+05,Verified from source,4 years,Mortgaged,11.86%,6000,Credit card, 36 months,B
295989,Paid,26400,Not Verified,1 year,Leased,13.61%,2000,Debt consolidation, 36 months,C
303614,Paid,648000,Not Verified,10+ years,Mortgaged,13.98%,15000,Debt consolidation, 60 months,C
831293,Paid,42000,Not Verified,3 years,Leased,6.76%,8000,Debt Consolidation, 36 months,A
491070,Paid,70000,Verified from source,8 years,Own,17.56%,20000,Home remodeling, 60 months, E
182771,Paid,33996,Not Verified,6 years,Leased,13.61%,7800,Other, 60 months,C
989080,Paid,73000,Verified,7 years,Rented,14.35%,2500,Consumption, 36 months,C
588458,Paid,35000,Verified,10+ years,Mortgaged,7.51%,13650,Home remodeling, 36 months,A
885965,Paid,57000,Verified from source,10+ years,Leased,16.45%,16800,Debt Consolidation, 60 months, E
355844,Paid,25000,Not Verified,< 1 year,Rented,13.61%,2400,Other, 36 months,C
